object,image,force,mask
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597009153.png,"[-0.006, 0.019, -1.655]",data_all/cylinder92/depth_align_cylinder92/1712597032869_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601810747.png,"[0.121, 0.167, -2.64]",data_all/cylinder92/depth_align_cylinder92/1712601834749_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603191490.png,"[0.003, 0.31, -7.146]",data_all/cylinder92/depth_align_cylinder92/1712603199254_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601404253.png,"[0.057, 0.095, -10.336]",data_all/cylinder92/depth_align_cylinder92/1712601408261_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598238093.png,"[0.168, 0.226, -6.394]",data_all/cylinder92/depth_align_cylinder92/1712598250108_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601235121.png,"[0.508, 0.499, -9.292]",data_all/cylinder92/depth_align_cylinder92/1712601239032_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598333014.png,"[0.233, 0.286, -8.912]",data_all/cylinder92/depth_align_cylinder92/1712598336969_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598162889.png,"[-0.138, -0.008, -9.987]",data_all/cylinder92/depth_align_cylinder92/1712598162889_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600431630.png,"[0.186, 0.57, -10.326]",data_all/cylinder92/depth_align_cylinder92/1712600431630_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598791869.png,"[-0.043, 0.033, -1.483]",data_all/cylinder92/depth_align_cylinder92/1712598819805_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599793620.png,"[0.205, 0.755, -10.0]",data_all/cylinder92/depth_align_cylinder92/1712599793620_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608572141.png,"[-0.001, 0.207, -4.843]",data_all/cylinder92/depth_align_cylinder92/1712608584611_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597964126.png,"[0.11, 0.075, -1.449]",data_all/cylinder92/depth_align_cylinder92/1712597976294_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597180257.png,"[-0.069, -0.024, -1.705]",data_all/cylinder92/depth_align_cylinder92/1712597204624_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599077918.png,"[-0.001, -0.098, -7.504]",data_all/cylinder92/depth_align_cylinder92/1712599085832_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600082905.png,"[0.262, 0.632, -7.237]",data_all/cylinder92/depth_align_cylinder92/1712600090665_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597754265.png,"[0.097, 0.084, -3.543]",data_all/cylinder92/depth_align_cylinder92/1712597770284_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607361780.png,"[-0.002, -0.088, -3.818]",data_all/cylinder92/depth_align_cylinder92/1712607382411_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602120546.png,"[0.277, 0.369, -5.419]",data_all/cylinder92/depth_align_cylinder92/1712602132220_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603059527.png,"[0.008, 0.134, -7.192]",data_all/cylinder92/depth_align_cylinder92/1712603071452_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608737296.png,"[0.091, 0.155, -4.514]",data_all/cylinder92/depth_align_cylinder92/1712608756884_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601446690.png,"[0.171, 0.262, -9.511]",data_all/cylinder92/depth_align_cylinder92/1712601450449_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606792438.png,"[0.063, 0.292, -5.185]",data_all/cylinder92/depth_align_cylinder92/1712606804810_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600381137.png,"[0.042, 0.305, -7.932]",data_all/cylinder92/depth_align_cylinder92/1712600388951_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600633299.png,"[0.261, 0.588, -8.523]",data_all/cylinder92/depth_align_cylinder92/1712600645124_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608386254.png,"[-0.102, -0.023, -1.92]",data_all/cylinder92/depth_align_cylinder92/1712608406538_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607015653.png,"[0.125, -0.065, -6.864]",data_all/cylinder92/depth_align_cylinder92/1712607027973_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596383561.png,"[-0.041, 0.614, -9.407]",data_all/cylinder92/depth_align_cylinder92/1712596383561_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601357954.png,"[0.231, 0.503, -8.317]",data_all/cylinder92/depth_align_cylinder92/1712601365971_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601092230.png,"[-0.008, 0.025, -3.148]",data_all/cylinder92/depth_align_cylinder92/1712601111671_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601196636.png,"[-0.263, 0.117, -11.963]",data_all/cylinder92/depth_align_cylinder92/1712601196636_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599700052.png,"[-0.068, -0.098, -6.3]",data_all/cylinder92/depth_align_cylinder92/1712599707862_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608157361.png,"[-0.044, -0.014, -1.622]",data_all/cylinder92/depth_align_cylinder92/1712608186155_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603780789.png,"[-0.064, -0.032, -4.812]",data_all/cylinder92/depth_align_cylinder92/1712603796421_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603815308.png,"[-0.039, -0.001, -2.279]",data_all/cylinder92/depth_align_cylinder92/1712603838857_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602926898.png,"[-0.124, -0.014, -5.012]",data_all/cylinder92/depth_align_cylinder92/1712602942533_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600295257.png,"[-0.184, -0.18, -7.659]",data_all/cylinder92/depth_align_cylinder92/1712600303268_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599250603.png,"[0.011, 0.041, -1.628]",data_all/cylinder92/depth_align_cylinder92/1712599278245_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601744523.png,"[0.166, 0.141, -8.888]",data_all/cylinder92/depth_align_cylinder92/1712601748481_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609010901.png,"[-0.374, -0.13, -11.52]",data_all/cylinder92/depth_align_cylinder92/1712609010901_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602175259.png,"[0.556, 0.561, -11.093]",data_all/cylinder92/depth_align_cylinder92/1712602175259_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597719072.png,"[0.029, 0.012, -8.405]",data_all/cylinder92/depth_align_cylinder92/1712597727182_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602768523.png,"[-0.033, 0.603, -10.388]",data_all/cylinder92/depth_align_cylinder92/1712602772682_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601919918.png,"[0.413, 0.237, -12.003]",data_all/cylinder92/depth_align_cylinder92/1712601919918_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608652202.png,"[-0.05, -0.034, -2.801]",data_all/cylinder92/depth_align_cylinder92/1712608672430_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603408506.png,"[0.023, 0.387, -10.069]",data_all/cylinder92/depth_align_cylinder92/1712603412412_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597406451.png,"[0.045, 0.208, -3.931]",data_all/cylinder92/depth_align_cylinder92/1712597418719_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598644477.png,"[0.243, 0.389, -11.744]",data_all/cylinder92/depth_align_cylinder92/1712598644477_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600590175.png,"[-0.17, -0.11, -6.079]",data_all/cylinder92/depth_align_cylinder92/1712600601945_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600105588.png,"[-0.005, 0.02, -1.557]",data_all/cylinder92/depth_align_cylinder92/1712600133229_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599517439.png,"[0.067, 0.109, -3.286]",data_all/cylinder92/depth_align_cylinder92/1712599537168_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607831759.png,"[0.491, 0.381, -12.921]",data_all/cylinder92/depth_align_cylinder92/1712607831759_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596727188.png,"[-0.036, 0.314, -9.195]",data_all/cylinder92/depth_align_cylinder92/1712596731142_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602061930.png,"[0.03, 0.036, -0.963]",data_all/cylinder92/depth_align_cylinder92/1712602089281_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608953058.png,"[-0.208, -0.013, -4.58]",data_all/cylinder92/depth_align_cylinder92/1712608968578_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596640355.png,"[0.07, 0.41, -8.593]",data_all/cylinder92/depth_align_cylinder92/1712596644310_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607682261.png,"[0.098, -0.059, -4.716]",data_all/cylinder92/depth_align_cylinder92/1712607694932_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602573816.png,"[-0.087, -0.051, -1.493]",data_all/cylinder92/depth_align_cylinder92/1712602601072_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607116593.png,"[0.025, 0.388, -10.194]",data_all/cylinder92/depth_align_cylinder92/1712607116593_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599905240.png,"[-0.034, 0.069, -4.283]",data_all/cylinder92/depth_align_cylinder92/1712599920820_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603900640.png,"[0.07, 0.125, -2.32]",data_all/cylinder92/depth_align_cylinder92/1712603924488_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598583635.png,"[0.168, 0.249, -3.898]",data_all/cylinder92/depth_align_cylinder92/1712598600163_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597071344.png,"[0.028, 0.281, -7.081]",data_all/cylinder92/depth_align_cylinder92/1712597075293_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598976436.png,"[-0.013, -0.043, -1.77]",data_all/cylinder92/depth_align_cylinder92/1712599000828_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600981618.png,"[0.271, 0.45, -9.911]",data_all/cylinder92/depth_align_cylinder92/1712600985625_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599947725.png,"[-0.109, -0.022, -4.381]",data_all/cylinder92/depth_align_cylinder92/1712599963254_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598854501.png,"[0.323, 0.415, -7.342]",data_all/cylinder92/depth_align_cylinder92/1712598862210_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602834005.png,"[-0.006, 0.012, -1.955]",data_all/cylinder92/depth_align_cylinder92/1712602857455_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599598266.png,"[-0.057, -0.027, -2.083]",data_all/cylinder92/depth_align_cylinder92/1712599622160_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609072738.png,"[0.092, 0.113, -2.577]",data_all/cylinder92/depth_align_cylinder92/1712609096174_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607554789.png,"[0.307, 0.357, -8.733]",data_all/cylinder92/depth_align_cylinder92/1712607554789_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602329438.png,"[0.07, 0.086, -5.337]",data_all/cylinder92/depth_align_cylinder92/1712602345120_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608096265.png,"[0.169, 0.048, -10.49]",data_all/cylinder92/depth_align_cylinder92/1712608096265_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597793362.png,"[0.059, -0.025, -2.211]",data_all/cylinder92/depth_align_cylinder92/1712597813532_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607485989.png,"[0.007, 0.026, -0.833]",data_all/cylinder92/depth_align_cylinder92/1712607506319_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597836656.png,"[0.02, 0.132, -2.015]",data_all/cylinder92/depth_align_cylinder92/1712597856979_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602795729.png,"[-0.074, 0.021, -3.623]",data_all/cylinder92/depth_align_cylinder92/1712602815066_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603939669.png,"[-0.04, 0.018, -1.36]",data_all/cylinder92/depth_align_cylinder92/1712603967324_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608612154.png,"[-0.039, 0.013, -3.345]",data_all/cylinder92/depth_align_cylinder92/1712608628426_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600829146.png,"[-0.121, -0.173, -2.003]",data_all/cylinder92/depth_align_cylinder92/1712600856497_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603854038.png,"[0.002, -0.05, -1.906]",data_all/cylinder92/depth_align_cylinder92/1712603881096_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596659325.png,"[-0.001, 0.045, -0.736]",data_all/cylinder92/depth_align_cylinder92/1712596687650_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599653167.png,"[-0.107, 0.029, -6.788]",data_all/cylinder92/depth_align_cylinder92/1712599664988_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609049259.png,"[0.287, 0.646, -7.349]",data_all/cylinder92/depth_align_cylinder92/1712609049259_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596770679.png,"[-0.035, 0.237, -9.564]",data_all/cylinder92/depth_align_cylinder92/1712596774633_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712604071881.png,"[0.081, 0.179, -1.988]",data_all/cylinder92/depth_align_cylinder92/1712604095883_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602880351.png,"[-0.045, 0.009, -3.746]",data_all/cylinder92/depth_align_cylinder92/1712602900192_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600493246.png,"[-0.033, -0.006, -1.532]",data_all/cylinder92/depth_align_cylinder92/1712600516687_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606970978.png,"[0.089, 0.118, -5.086]",data_all/cylinder92/depth_align_cylinder92/1712606983300_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603598442.png,"[-0.007, 0.042, -1.983]",data_all/cylinder92/depth_align_cylinder92/1712603625941_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601138271.png,"[0.014, -0.016, -6.079]",data_all/cylinder92/depth_align_cylinder92/1712601154351_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600539675.png,"[-0.052, 0.006, -4.522]",data_all/cylinder92/depth_align_cylinder92/1712600559310_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603750126.png,"[0.028, 0.443, -12.053]",data_all/cylinder92/depth_align_cylinder92/1712603754134_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606918096.png,"[0.087, 0.012, -3.865]",data_all/cylinder92/depth_align_cylinder92/1712606939026_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608289600.png,"[-0.017, -0.026, -0.539]",data_all/cylinder92/depth_align_cylinder92/1712608318342_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597580572.png,"[0.075, 0.207, -4.959]",data_all/cylinder92/depth_align_cylinder92/1712597596691_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603707092.png,"[0.368, 0.485, -9.613]",data_all/cylinder92/depth_align_cylinder92/1712603711050_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608841228.png,"[-0.01, 0.262, -12.316]",data_all/cylinder92/depth_align_cylinder92/1712608841228_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597457922.png,"[-0.034, 0.233, -6.573]",data_all/cylinder92/depth_align_cylinder92/1712597466031_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602415551.png,"[0.068, 0.203, -3.679]",data_all/cylinder92/depth_align_cylinder92/1712602427223_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599039295.png,"[0.089, -0.034, -9.803]",data_all/cylinder92/depth_align_cylinder92/1712599043251_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607983229.png,"[0.113, -0.065, -1.739]",data_all/cylinder92/depth_align_cylinder92/1712608008017_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602446108.png,"[-0.061, 0.021, -1.813]",data_all/cylinder92/depth_align_cylinder92/1712602473663_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607772719.png,"[0.09, 0.264, -4.788]",data_all/cylinder92/depth_align_cylinder92/1712607785490_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603276115.png,"[-0.262, 0.0, -7.33]",data_all/cylinder92/depth_align_cylinder92/1712603283883_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603082523.png,"[-0.01, -0.053, -0.757]",data_all/cylinder92/depth_align_cylinder92/1712603114339_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601574912.png,"[0.242, 0.562, -11.453]",data_all/cylinder92/depth_align_cylinder92/1712601578867_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601958586.png,"[0.252, 0.222, -10.552]",data_all/cylinder92/depth_align_cylinder92/1712601962593_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607719325.png,"[0.033, 0.083, -3.105]",data_all/cylinder92/depth_align_cylinder92/1712607740412_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606848989.png,"[-0.153, -0.145, -10.8]",data_all/cylinder92/depth_align_cylinder92/1712606848989_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598352240.png,"[0.013, 0.003, -1.148]",data_all/cylinder92/depth_align_cylinder92/1712598380780_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597667297.png,"[0.005, 0.18, -3.786]",data_all/cylinder92/depth_align_cylinder92/1712597683320_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607140139.png,"[0.032, 0.094, -3.059]",data_all/cylinder92/depth_align_cylinder92/1712607160770_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607250006.png,"[0.487, 0.567, -11.641]",data_all/cylinder92/depth_align_cylinder92/1712607250006_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607590687.png,"[0.162, 0.078, -4.813]",data_all/cylinder92/depth_align_cylinder92/1712607603805_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603536232.png,"[-0.175, 0.159, -9.87]",data_all/cylinder92/depth_align_cylinder92/1712603540239_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608924916.png,"[-0.116, 0.239, -11.107]",data_all/cylinder92/depth_align_cylinder92/1712608924916_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602294921.png,"[0.271, 0.086, -7.795]",data_all/cylinder92/depth_align_cylinder92/1712602302736_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598771946.png,"[0.017, -0.348, -10.409]",data_all/cylinder92/depth_align_cylinder92/1712598771946_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598463852.png,"[-0.125, -0.227, -9.224]",data_all/cylinder92/depth_align_cylinder92/1712598468107_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597227789.png,"[-0.062, -0.085, -1.92]",data_all/cylinder92/depth_align_cylinder92/1712597243898_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599985695.png,"[0.068, 0.113, -1.712]",data_all/cylinder92/depth_align_cylinder92/1712600005178_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599129402.png,"[0.55, 0.644, -11.845]",data_all/cylinder92/depth_align_cylinder92/1712599129402_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601485323.png,"[0.032, -0.144, -9.178]",data_all/cylinder92/depth_align_cylinder92/1712601493288_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597916304.png,"[-0.034, -0.073, -1.442]",data_all/cylinder92/depth_align_cylinder92/1712597945047_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601655916.png,"[0.192, 0.054, -8.04]",data_all/cylinder92/depth_align_cylinder92/1712601663680_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601512583.png,"[0.049, 0.071, -2.587]",data_all/cylinder92/depth_align_cylinder92/1712601536084_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598190527.png,"[0.205, 0.375, -4.155]",data_all/cylinder92/depth_align_cylinder92/1712598206649_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607043399.png,"[0.031, -0.064, -0.985]",data_all/cylinder92/depth_align_cylinder92/1712607072303_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600462741.png,"[-0.022, 0.07, -6.64]",data_all/cylinder92/depth_align_cylinder92/1712600474564_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596235692.png,"[-0.033, 0.473, -2.67]",data_all/cylinder92/depth_align_cylinder92/1712596259865_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603012683.png,"[0.231, 0.529, -5.089]",data_all/cylinder92/depth_align_cylinder92/1712603028466_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601613433.png,"[0.097, -0.028, -8.355]",data_all/cylinder92/depth_align_cylinder92/1712601621399_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599579286.png,"[0.053, 0.543, -9.014]",data_all/cylinder92/depth_align_cylinder92/1712599579286_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603578658.png,"[-0.209, -0.174, -9.618]",data_all/cylinder92/depth_align_cylinder92/1712603582664_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601989093.png,"[0.14, 0.024, -3.922]",data_all/cylinder92/depth_align_cylinder92/1712602004620_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597311549.png,"[0.051, 0.041, -2.145]",data_all/cylinder92/depth_align_cylinder92/1712597335820_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608116998.png,"[-0.102, -0.004, -1.422]",data_all/cylinder92/depth_align_cylinder92/1712608141837_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599289412.png,"[-0.012, -0.102, -0.594]",data_all/cylinder92/depth_align_cylinder92/1712599320956_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603241432.png,"[0.063, 0.3, -10.037]",data_all/cylinder92/depth_align_cylinder92/1712603241432_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597505280.png,"[0.066, 0.119, -8.699]",data_all/cylinder92/depth_align_cylinder92/1712597509237_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606861057.png,"[0.015, -0.024, -0.812]",data_all/cylinder92/depth_align_cylinder92/1712606894060_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600148201.png,"[0.027, 0.037, -1.316]",data_all/cylinder92/depth_align_cylinder92/1712600175683_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599407194.png,"[0.087, -0.365, -10.491]",data_all/cylinder92/depth_align_cylinder92/1712599407194_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601767666.png,"[-0.055, -0.055, -2.495]",data_all/cylinder92/depth_align_cylinder92/1712601791409_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607269383.png,"[-0.043, -0.0, -2.126]",data_all/cylinder92/depth_align_cylinder92/1712607294020_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596466137.png,"[-0.072, 0.231, -8.161]",data_all/cylinder92/depth_align_cylinder92/1712596470190_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597020912.png,"[0.102, 0.283, -4.863]",data_all/cylinder92/depth_align_cylinder92/1712597032869_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601830890.png,"[0.519, 0.616, -10.423]",data_all/cylinder92/depth_align_cylinder92/1712601834749_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603183676.png,"[-0.003, 0.217, -4.132]",data_all/cylinder92/depth_align_cylinder92/1712603199254_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601380803.png,"[-0.07, -0.085, -1.74]",data_all/cylinder92/depth_align_cylinder92/1712601408261_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598242098.png,"[0.333, 0.227, -7.898]",data_all/cylinder92/depth_align_cylinder92/1712598250108_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601227353.png,"[0.321, 0.156, -6.179]",data_all/cylinder92/depth_align_cylinder92/1712601239032_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598336969.png,"[0.279, 0.327, -9.922]",data_all/cylinder92/depth_align_cylinder92/1712598336969_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600403978.png,"[-0.01, -0.065, -1.877]",data_all/cylinder92/depth_align_cylinder92/1712600431630_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598787715.png,"[-0.029, 0.004, -0.643]",data_all/cylinder92/depth_align_cylinder92/1712598819805_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599785805.png,"[0.128, 0.537, -6.986]",data_all/cylinder92/depth_align_cylinder92/1712599793620_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608568085.png,"[0.021, 0.165, -3.736]",data_all/cylinder92/depth_align_cylinder92/1712608584611_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597972340.png,"[0.131, 0.138, -3.78]",data_all/cylinder92/depth_align_cylinder92/1712597976294_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597188463.png,"[-0.096, -0.007, -3.999]",data_all/cylinder92/depth_align_cylinder92/1712597204624_depth_align.npy
