object,image,force,reference_image
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606873629.png,"[0.065, 0.051, -4.752]",data_all/cylinder92/tactile_nobg/1712606865263.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608092157.png,"[0.086, -0.118, -9.138]",data_all/cylinder92/tactile_nobg/1712608080089.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712604005945.png,"[0.223, 0.434, -10.554]",data_all/cylinder92/tactile_nobg/1712603998081.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600001273.png,"[-0.019, 0.123, -6.318]",data_all/cylinder92/tactile_nobg/1712599981738.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598495947.png,"[0.205, 0.341, -4.187]",data_all/cylinder92/tactile_nobg/1712598491891.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598336969.png,"[0.279, 0.327, -9.922]",data_all/cylinder92/tactile_nobg/1712598308934.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603707092.png,"[0.368, 0.485, -9.613]",data_all/cylinder92/tactile_nobg/1712603687456.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603582664.png,"[-0.276, -0.267, -12.07]",data_all/cylinder92/tactile_nobg/1712603559023.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597592686.png,"[0.152, 0.62, -9.487]",data_all/cylinder92/tactile_nobg/1712597564298.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608314236.png,"[-0.078, 0.128, -6.922]",data_all/cylinder92/tactile_nobg/1712608289600.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599859102.png,"[-0.049, -0.066, -3.484]",data_all/cylinder92/tactile_nobg/1712599847229.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598269384.png,"[-0.011, 0.025, -2.703]",data_all/cylinder92/tactile_nobg/1712598265228.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606934819.png,"[0.293, 0.336, -10.685]",data_all/cylinder92/tactile_nobg/1712606930514.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597945047.png,"[0.254, 0.423, -12.999]",data_all/cylinder92/tactile_nobg/1712597924616.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603951543.png,"[0.138, 0.222, -4.87]",data_all/cylinder92/tactile_nobg/1712603939669.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608491921.png,"[0.003, 0.34, -10.544]",data_all/cylinder92/tactile_nobg/1712608475496.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600656296.png,"[-0.066, -0.019, -0.642]",data_all/cylinder92/tactile_nobg/1712600676085.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602535337.png,"[-0.122, 0.021, -2.885]",data_all/cylinder92/tactile_nobg/1712602550869.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602740666.png,"[-0.106, -0.006, -1.12]",data_all/cylinder92/tactile_nobg/1712602768523.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596644310.png,"[0.114, 0.539, -9.73]",data_all/cylinder92/tactile_nobg/1712596620239.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608527980.png,"[-0.036, 0.289, -4.898]",data_all/cylinder92/tactile_nobg/1712608532136.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596966029.png,"[-0.056, 0.048, -1.905]",data_all/cylinder92/tactile_nobg/1712596970031.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608787338.png,"[0.274, 0.201, -6.514]",data_all/cylinder92/tactile_nobg/1712608767904.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602194147.png,"[0.074, -0.013, -2.243]",data_all/cylinder92/tactile_nobg/1712602198004.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601648099.png,"[0.096, 0.115, -4.534]",data_all/cylinder92/tactile_nobg/1712601659824.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597663241.png,"[-0.031, -0.029, -2.739]",data_all/cylinder92/tactile_nobg/1712597679415.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607603805.png,"[0.445, 0.158, -10.232]",data_all/cylinder92/tactile_nobg/1712607590687.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602275177.png,"[-0.014, 0.101, -1.238]",data_all/cylinder92/tactile_nobg/1712602294921.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603059527.png,"[0.008, 0.134, -7.192]",data_all/cylinder92/tactile_nobg/1712603067394.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602981266.png,"[-0.029, -0.149, -8.955]",data_all/cylinder92/tactile_nobg/1712602961722.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607108475.png,"[0.045, 0.13, -7.233]",data_all/cylinder92/tactile_nobg/1712607116593.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598238093.png,"[0.168, 0.226, -6.394]",data_all/cylinder92/tactile_nobg/1712598246103.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607764357.png,"[0.076, 0.105, -2.781]",data_all/cylinder92/tactile_nobg/1712607768513.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601508824.png,"[-0.02, -0.046, -1.81]",data_all/cylinder92/tactile_nobg/1712601512583.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599293470.png,"[0.014, -0.07, -1.268]",data_all/cylinder92/tactile_nobg/1712599320956.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598055233.png,"[-0.033, -0.109, -3.163]",data_all/cylinder92/tactile_nobg/1712598047167.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601977672.png,"[0.132, -0.04, -1.447]",data_all/cylinder92/tactile_nobg/1712601992950.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599043251.png,"[0.13, 0.005, -11.242]",data_all/cylinder92/tactile_nobg/1712599035236.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597888815.png,"[0.151, 0.639, -5.391]",data_all/cylinder92/tactile_nobg/1712597872698.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599403087.png,"[0.087, -0.266, -8.861]",data_all/cylinder92/tactile_nobg/1712599379294.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603098254.png,"[-0.081, 0.01, -5.403]",data_all/cylinder92/tactile_nobg/1712603102262.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596675590.png,"[0.019, 0.157, -5.091]",data_all/cylinder92/tactile_nobg/1712596659325.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601146487.png,"[-0.057, -0.189, -10.239]",data_all/cylinder92/tactile_nobg/1712601134314.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606954250.png,"[0.037, 0.003, -0.585]",data_all/cylinder92/tactile_nobg/1712606979192.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607960046.png,"[0.3, 0.133, -9.313]",data_all/cylinder92/tactile_nobg/1712607935303.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599066045.png,"[-0.072, -0.288, -3.578]",data_all/cylinder92/tactile_nobg/1712599062088.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598206649.png,"[0.414, 0.888, -9.962]",data_all/cylinder92/tactile_nobg/1712598202643.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600598039.png,"[-0.27, -0.082, -9.605]",data_all/cylinder92/tactile_nobg/1712600601945.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600202271.png,"[0.091, 0.07, -4.225]",data_all/cylinder92/tactile_nobg/1712600218043.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599231475.png,"[0.334, 0.192, -8.76]",data_all/cylinder92/tactile_nobg/1712599235530.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603346376.png,"[-0.073, -0.072, -2.947]",data_all/cylinder92/tactile_nobg/1712603365920.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599537168.png,"[0.068, 0.404, -10.804]",data_all/cylinder92/tactile_nobg/1712599533162.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600260656.png,"[-0.235, 0.001, -12.081]",data_all/cylinder92/tactile_nobg/1712600237018.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603153270.png,"[-0.096, 0.059, -11.437]",data_all/cylinder92/tactile_nobg/1712603157179.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600825139.png,"[-0.075, -0.048, -0.792]",data_all/cylinder92/tactile_nobg/1712600852691.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609034038.png,"[0.17, 0.186, -3.269]",data_all/cylinder92/tactile_nobg/1712609025926.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598877535.png,"[-0.045, -0.063, -1.23]",data_all/cylinder92/tactile_nobg/1712598889303.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600439094.png,"[-0.032, -0.005, -0.114]",data_all/cylinder92/tactile_nobg/1712600446860.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606844933.png,"[-0.092, -0.183, -9.242]",data_all/cylinder92/tactile_nobg/1712606848989.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598819805.png,"[0.518, 0.643, -12.367]",data_all/cylinder92/tactile_nobg/1712598812046.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603191490.png,"[0.003, 0.31, -7.146]",data_all/cylinder92/tactile_nobg/1712603164342.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596758270.png,"[-0.039, -0.108, -4.581]",data_all/cylinder92/tactile_nobg/1712596754265.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601686371.png,"[0.004, 0.026, -3.524]",data_all/cylinder92/tactile_nobg/1712601690379.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600497303.png,"[-0.048, -0.024, -2.749]",data_all/cylinder92/tactile_nobg/1712600481576.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603831142.png,"[-0.067, 0.084, -8.067]",data_all/cylinder92/tactile_nobg/1712603835099.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601473297.png,"[-0.084, -0.22, -4.358]",data_all/cylinder92/tactile_nobg/1712601477403.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599156851.png,"[0.168, 0.285, -4.536]",data_all/cylinder92/tactile_nobg/1712599177134.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600641116.png,"[0.396, 0.934, -11.994]",data_all/cylinder92/tactile_nobg/1712600633299.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600930780.png,"[0.449, 0.495, -7.684]",data_all/cylinder92/tactile_nobg/1712600922917.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602143545.png,"[0.012, -0.032, -0.77]",data_all/cylinder92/tactile_nobg/1712602159579.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607290014.png,"[0.155, 0.363, -8.518]",data_all/cylinder92/tactile_nobg/1712607269383.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602256335.png,"[0.319, 0.036, -10.641]",data_all/cylinder92/tactile_nobg/1712602240498.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596513834.png,"[-0.166, 0.453, -12.086]",data_all/cylinder92/tactile_nobg/1712596505727.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607895552.png,"[0.031, 0.088, -1.724]",data_all/cylinder92/tactile_nobg/1712607920082.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599478673.png,"[-0.02, 0.245, -4.989]",data_all/cylinder92/tactile_nobg/1712599470910.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599606231.png,"[-0.105, 0.069, -4.504]",data_all/cylinder92/tactile_nobg/1712599610089.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601442733.png,"[0.086, 0.199, -7.705]",data_all/cylinder92/tactile_nobg/1712601431057.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607361780.png,"[-0.002, -0.088, -3.818]",data_all/cylinder92/tactile_nobg/1712607378305.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607719325.png,"[0.033, 0.083, -3.105]",data_all/cylinder92/tactile_nobg/1712607715068.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603912565.png,"[0.22, 0.365, -6.368]",data_all/cylinder92/tactile_nobg/1712603904547.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601266143.png,"[0.162, 0.326, -4.858]",data_all/cylinder92/tactile_nobg/1712601262183.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602930858.png,"[-0.189, 0.024, -6.606]",data_all/cylinder92/tactile_nobg/1712602918981.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602309901.png,"[-0.012, -0.077, -0.368]",data_all/cylinder92/tactile_nobg/1712602321624.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600342774.png,"[0.286, 0.713, -12.487]",data_all/cylinder92/tactile_nobg/1712600338618.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603773124.png,"[-0.133, -0.096, -2.484]",data_all/cylinder92/tactile_nobg/1712603784596.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602601072.png,"[-0.119, 0.412, -10.835]",data_all/cylinder92/tactile_nobg/1712602577727.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609084504.png,"[0.052, 0.287, -7.178]",data_all/cylinder92/tactile_nobg/1712609088361.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600381137.png,"[0.042, 0.305, -7.932]",data_all/cylinder92/tactile_nobg/1712600388951.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600798129.png,"[0.03, 0.211, -4.557]",data_all/cylinder92/tactile_nobg/1712600814115.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607801667.png,"[-0.005, 0.035, -0.905]",data_all/cylinder92/tactile_nobg/1712607810330.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608987160.png,"[-0.083, -0.034, -1.638]",data_all/cylinder92/tactile_nobg/1712609006894.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608362765.png,"[-0.167, 0.007, -9.683]",data_all/cylinder92/tactile_nobg/1712608346035.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607313251.png,"[0.113, 0.039, -1.503]",data_all/cylinder92/tactile_nobg/1712607309195.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598992311.png,"[0.08, 0.001, -6.941]",data_all/cylinder92/tactile_nobg/1712598980492.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601806940.png,"[0.075, 0.069, -1.731]",data_all/cylinder92/tactile_nobg/1712601814803.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600740607.png,"[-0.018, -0.006, -0.814]",data_all/cylinder92/tactile_nobg/1712600763753.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598015912.png,"[0.092, 0.161, -5.356]",data_all/cylinder92/tactile_nobg/1712598023875.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607498209.png,"[0.174, 0.11, -4.055]",data_all/cylinder92/tactile_nobg/1712607481981.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608390410.png,"[-0.077, -0.053, -3.055]",data_all/cylinder92/tactile_nobg/1712608402583.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601054202.png,"[0.146, 0.182, -4.916]",data_all/cylinder92/tactile_nobg/1712601042529.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603388669.png,"[0.055, 0.07, -2.284]",data_all/cylinder92/tactile_nobg/1712603408506.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600040184.png,"[0.22, 0.6, -8.384]",data_all/cylinder92/tactile_nobg/1712600047948.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603861755.png,"[0.026, 0.075, -4.035]",data_all/cylinder92/tactile_nobg/1712603877188.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602849539.png,"[-0.087, 0.185, -6.528]",data_all/cylinder92/tactile_nobg/1712602853496.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598924304.png,"[-0.013, -0.082, -1.79]",data_all/cylinder92/tactile_nobg/1712598918794.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608901577.png,"[-0.042, -0.024, -1.844]",data_all/cylinder92/tactile_nobg/1712608924916.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596418888.png,"[-0.114, 0.18, -7.594]",data_all/cylinder92/tactile_nobg/1712596426945.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598443524.png,"[-0.117, 0.117, -1.539]",data_all/cylinder92/tactile_nobg/1712598455640.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607413911.png,"[0.064, -0.034, -4.599]",data_all/cylinder92/tactile_nobg/1712607426281.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598111069.png,"[-0.025, -0.09, -7.546]",data_all/cylinder92/tactile_nobg/1712598098899.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603726178.png,"[-0.064, -0.07, -2.029]",data_all/cylinder92/tactile_nobg/1712603722271.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602473663.png,"[-0.293, 0.681, -12.434]",data_all/cylinder92/tactile_nobg/1712602453974.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608447554.png,"[0.051, 0.533, -11.859]",data_all/cylinder92/tactile_nobg/1712608439240.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603295763.png,"[0.027, -0.07, -1.453]",data_all/cylinder92/tactile_nobg/1712603322924.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600539675.png,"[-0.052, 0.006, -4.522]",data_all/cylinder92/tactile_nobg/1712600559310.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601346376.png,"[0.01, 0.166, -3.763]",data_all/cylinder92/tactile_nobg/1712601354094.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608639787.png,"[0.042, -0.056, -0.229]",data_all/cylinder92/tactile_nobg/1712608672430.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603598442.png,"[-0.007, 0.042, -1.983]",data_all/cylinder92/tactile_nobg/1712603621933.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603466057.png,"[-0.077, -0.045, -0.801]",data_all/cylinder92/tactile_nobg/1712603493508.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600423414.png,"[0.098, 0.412, -7.357]",data_all/cylinder92/tactile_nobg/1712600403978.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602128313.png,"[0.548, 0.597, -8.373]",data_all/cylinder92/tactile_nobg/1712602112829.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608222156.png,"[-0.144, 0.191, -8.052]",data_all/cylinder92/tactile_nobg/1712608209739.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596251809.png,"[0.098, 0.785, -7.934]",data_all/cylinder92/tactile_nobg/1712596231688.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602383690.png,"[0.224, 0.06, -8.907]",data_all/cylinder92/tactile_nobg/1712602372121.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603536232.png,"[-0.175, 0.159, -9.87]",data_all/cylinder92/tactile_nobg/1712603540239.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596789744.png,"[0.017, 0.072, -0.834]",data_all/cylinder92/tactile_nobg/1712596801955.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601566897.png,"[0.115, 0.369, -7.577]",data_all/cylinder92/tactile_nobg/1712601555025.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602624069.png,"[0.002, 0.02, -2.956]",data_all/cylinder92/tactile_nobg/1712602616253.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598663706.png,"[0.044, 0.018, -1.812]",data_all/cylinder92/tactile_nobg/1712598655494.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600267817.png,"[-0.019, -0.013, -0.029]",data_all/cylinder92/tactile_nobg/1712600295257.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597133023.png,"[-0.01, 0.021, -0.431]",data_all/cylinder92/tactile_nobg/1712597149134.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608169628.png,"[0.031, 0.163, -5.029]",data_all/cylinder92/tactile_nobg/1712608186155.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602701933.png,"[0.038, 0.091, -2.288]",data_all/cylinder92/tactile_nobg/1712602709699.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607051663.png,"[-0.022, -0.035, -3.023]",data_all/cylinder92/tactile_nobg/1712607064086.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602508179.png,"[-0.037, 0.329, -8.291]",data_all/cylinder92/tactile_nobg/1712602500466.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607007040.png,"[0.165, -0.055, -3.265]",data_all/cylinder92/tactile_nobg/1712607015653.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603225901.png,"[0.032, 0.14, -4.456]",data_all/cylinder92/tactile_nobg/1712603218238.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600086761.png,"[0.367, 0.848, -8.379]",data_all/cylinder92/tactile_nobg/1712600090665.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599751186.png,"[0.389, 1.222, -12.026]",data_all/cylinder92/tactile_nobg/1712599735359.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606894060.png,"[0.353, 0.645, -12.105]",data_all/cylinder92/tactile_nobg/1712606865263.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600005178.png,"[-0.004, 0.231, -7.494]",data_all/cylinder92/tactile_nobg/1712599981738.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598508265.png,"[0.399, 0.721, -8.911]",data_all/cylinder92/tactile_nobg/1712598491891.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603703237.png,"[0.276, 0.303, -7.991]",data_all/cylinder92/tactile_nobg/1712603687456.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599851087.png,"[-0.08, -0.018, -1.382]",data_all/cylinder92/tactile_nobg/1712599847229.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598281500.png,"[0.068, 0.137, -6.328]",data_all/cylinder92/tactile_nobg/1712598265228.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603947534.png,"[0.122, 0.17, -3.45]",data_all/cylinder92/tactile_nobg/1712603939669.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608496129.png,"[-0.047, 0.375, -12.869]",data_all/cylinder92/tactile_nobg/1712608475496.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600687607.png,"[0.128, 0.603, -11.056]",data_all/cylinder92/tactile_nobg/1712600676085.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602752592.png,"[-0.069, 0.165, -4.383]",data_all/cylinder92/tactile_nobg/1712602768523.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596636352.png,"[0.052, 0.295, -7.178]",data_all/cylinder92/tactile_nobg/1712596620239.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608515359.png,"[-0.0, -0.005, -1.209]",data_all/cylinder92/tactile_nobg/1712608532136.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596978184.png,"[0.129, 0.505, -4.973]",data_all/cylinder92/tactile_nobg/1712596970031.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608795152.png,"[0.19, 0.484, -9.743]",data_all/cylinder92/tactile_nobg/1712608767904.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602213585.png,"[0.324, 0.555, -7.053]",data_all/cylinder92/tactile_nobg/1712602198004.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601636578.png,"[-0.03, 0.047, -1.528]",data_all/cylinder92/tactile_nobg/1712601659824.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607595145.png,"[0.261, 0.122, -6.676]",data_all/cylinder92/tactile_nobg/1712607590687.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602969640.png,"[-0.127, -0.277, -4.848]",data_all/cylinder92/tactile_nobg/1712602961722.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607087786.png,"[-0.025, -0.064, -1.125]",data_all/cylinder92/tactile_nobg/1712607116593.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598250108.png,"[0.481, 0.474, -10.551]",data_all/cylinder92/tactile_nobg/1712598246103.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607772719.png,"[0.09, 0.264, -4.788]",data_all/cylinder92/tactile_nobg/1712607768513.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601504964.png,"[-0.031, -0.064, -0.825]",data_all/cylinder92/tactile_nobg/1712601512583.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603090288.png,"[-0.041, -0.048, -2.698]",data_all/cylinder92/tactile_nobg/1712603102262.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601138271.png,"[0.014, -0.016, -6.079]",data_all/cylinder92/tactile_nobg/1712601134314.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599069854.png,"[-0.056, -0.175, -4.505]",data_all/cylinder92/tactile_nobg/1712599062088.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599214897.png,"[0.192, 0.164, -3.249]",data_all/cylinder92/tactile_nobg/1712599235530.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603370078.png,"[0.213, 0.475, -11.949]",data_all/cylinder92/tactile_nobg/1712603365920.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599529257.png,"[0.097, 0.146, -7.506]",data_all/cylinder92/tactile_nobg/1712599533162.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603137040.png,"[-0.042, -0.02, -3.867]",data_all/cylinder92/tactile_nobg/1712603157179.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600474564.png,"[0.018, 0.183, -12.755]",data_all/cylinder92/tactile_nobg/1712600446860.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606836569.png,"[-0.009, -0.067, -5.303]",data_all/cylinder92/tactile_nobg/1712606848989.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598796025.png,"[0.058, 0.085, -2.612]",data_all/cylinder92/tactile_nobg/1712598812046.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603199254.png,"[-0.071, 0.429, -10.131]",data_all/cylinder92/tactile_nobg/1712603164342.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601674749.png,"[-0.063, -0.052, -0.842]",data_all/cylinder92/tactile_nobg/1712601690379.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601481413.png,"[0.017, -0.161, -7.392]",data_all/cylinder92/tactile_nobg/1712601477403.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602147505.png,"[0.047, 0.003, -1.706]",data_all/cylinder92/tactile_nobg/1712602159579.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607891394.png,"[-0.003, -0.004, -0.855]",data_all/cylinder92/tactile_nobg/1712607920082.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599614195.png,"[-0.104, 0.196, -7.478]",data_all/cylinder92/tactile_nobg/1712599610089.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607353366.png,"[-0.041, -0.024, -1.0]",data_all/cylinder92/tactile_nobg/1712607378305.png
